timestamp,route_id,demand,weather_condition,fare
2024-01-02 01:00:00,Route_3,171,Sunny,3.35
2024-01-02 01:00:00,Route_4,62,Rainy,3.31
2024-01-02 01:00:00,Route_5,99,Sunny,3.0
2024-01-02 02:00:00,Route_1,90,Cloudy,2.95
2024-01-02 02:00:00,Route_2,72,Sunny,2.86
2024-01-02 02:00:00,Route_3,191,Sunny,3.46
2024-01-02 02:00:00,Route_4,243,Rainy,4.21
2024-01-02 02:00:00,Route_5,232,Sunny,3.66
2024-01-02 03:00:00,Route_1,265,Cloudy,3.83
2024-01-02 03:00:00,Route_2,148,Rainy,3.74
2024-01-02 03:00:00,Route_3,243,Sunny,3.71
2024-01-02 03:00:00,Route_4,152,Sunny,3.26
2024-01-02 03:00:00,Route_5,161,Cloudy,3.31
2024-01-02 04:00:00,Route_1,113,Sunny,3.06
2024-01-02 04:00:00,Route_2,262,Snowy,4.31
2024-01-02 04:00:00,Route_3,193,Cloudy,3.46
2024-01-02 04:00:00,Route_4,243,Cloudy,3.71
2024-01-02 04:00:00,Route_5,280,Sunny,3.9
2024-01-02 05:00:00,Route_1,105,Rainy,3.52
2024-01-02 05:00:00,Route_2,80,Sunny,2.9
2024-01-02 05:00:00,Route_3,261,Rainy,4.3
2024-01-02 05:00:00,Route_4,222,Rainy,4.11
2024-01-02 05:00:00,Route_5,250,Cloudy,3.75
2024-01-02 06:00:00,Route_1,102,Cloudy,3.01
2024-01-02 06:00:00,Route_2,220,Rainy,4.1
2024-01-02 06:00:00,Route_3,294,Cloudy,3.97
2024-01-02 06:00:00,Route_4,186,Snowy,3.93
2024-01-02 06:00:00,Route_5,190,Sunny,3.45
2024-01-02 07:00:00,Route_1,256,Sunny,3.78
2024-01-02 07:00:00,Route_2,249,Cloudy,3.75
2024-01-02 07:00:00,Route_3,83,Sunny,2.92
2024-01-02 07:00:00,Route_4,91,Rainy,3.46
2024-01-02 07:00:00,Route_5,278,Rainy,4.39
2024-01-02 08:00:00,Route_1,219,Sunny,3.59
2024-01-02 08:00:00,Route_2,243,Cloudy,3.71
2024-01-02 08:00:00,Route_3,232,Cloudy,3.66
2024-01-02 08:00:00,Route_4,263,Rainy,4.31
2024-01-02 08:00:00,Route_5,250,Sunny,3.75
2024-01-02 09:00:00,Route_1,175,Sunny,3.38
2024-01-02 09:00:00,Route_2,204,Rainy,4.02
2024-01-02 09:00:00,Route_3,110,Rainy,3.55
2024-01-02 09:00:00,Route_4,257,Cloudy,3.79
2024-01-02 09:00:00,Route_5,82,Cloudy,2.91
2024-01-02 10:00:00,Route_1,240,Cloudy,3.7
2024-01-02 10:00:00,Route_2,247,Snowy,4.24
2024-01-02 10:00:00,Route_3,75,Sunny,2.88
2024-01-02 10:00:00,Route_4,88,Snowy,3.44
2024-01-02 10:00:00,Route_5,242,Cloudy,3.71
2024-01-02 11:00:00,Route_1,68,Snowy,3.34
2024-01-02 11:00:00,Route_2,71,Cloudy,2.85
2024-01-02 11:00:00,Route_3,81,Cloudy,2.91
2024-01-02 11:00:00,Route_4,224,Sunny,3.62
2024-01-02 11:00:00,Route_5,89,Cloudy,2.94
2024-01-02 12:00:00,Route_1,71,Sunny,2.85
2024-01-02 12:00:00,Route_2,85,Rainy,3.42
2024-01-02 12:00:00,Route_3,180,Snowy,3.9
2024-01-02 12:00:00,Route_4,86,Sunny,2.93
2024-01-02 12:00:00,Route_5,89,Rainy,3.44
2024-01-02 13:00:00,Route_1,87,Sunny,2.94
2024-01-02 13:00:00,Route_2,127,Rainy,3.63
2024-01-02 13:00:00,Route_3,77,Sunny,2.88
2024-01-02 13:00:00,Route_4,59,Sunny,2.79
2024-01-02 13:00:00,Route_5,117,Sunny,3.08
2024-01-02 14:00:00,Route_1,71,Rainy,3.35
2024-01-02 14:00:00,Route_2,57,Snowy,3.29
2024-01-02 14:00:00,Route_3,118,Sunny,3.09
2024-01-02 14:00:00,Route_4,108,Sunny,3.04
2024-01-02 14:00:00,Route_5,50,Sunny,2.75
2024-01-02 15:00:00,Route_1,80,Rainy,3.4
2024-01-02 15:00:00,Route_2,43,Sunny,2.71
2024-01-02 15:00:00,Route_3,76,Sunny,2.88
2024-01-02 15:00:00,Route_4,89,Cloudy,2.94
2024-01-02 15:00:00,Route_5,82,Sunny,2.91
2024-01-02 16:00:00,Route_1,44,Cloudy,2.72
2024-01-02 16:00:00,Route_2,81,Cloudy,2.91
2024-01-02 16:00:00,Route_3,104,Cloudy,3.02
2024-01-02 16:00:00,Route_4,100,Cloudy,3.0
2024-01-02 16:00:00,Route_5,84,Sunny,2.92
2024-01-02 17:00:00,Route_1,61,Sunny,2.81
2024-01-02 17:00:00,Route_2,57,Sunny,2.79
2024-01-02 17:00:00,Route_3,81,Cloudy,2.91
2024-01-02 17:00:00,Route_4,40,Rainy,3.2
2024-01-02 17:00:00,Route_5,69,Sunny,2.85
2024-01-02 18:00:00,Route_1,83,Sunny,2.92
2024-01-02 18:00:00,Route_2,40,Rainy,3.2
2024-01-02 18:00:00,Route_3,61,Sunny,2.81
2024-01-02 18:00:00,Route_4,99,Sunny,3.0
2024-01-02 18:00:00,Route_5,80,Rainy,3.4
2024-01-02 19:00:00,Route_1,54,Sunny,2.77
2024-01-02 19:00:00,Route_2,50,Sunny,2.75
2024-01-02 19:00:00,Route_3,76,Rainy,3.38
2024-01-02 19:00:00,Route_4,53,Cloudy,2.77
2024-01-02 19:00:00,Route_5,93,Rainy,3.46
2024-01-02 20:00:00,Route_1,88,Sunny,2.94
2024-01-02 20:00:00,Route_2,75,Rainy,3.38
2024-01-02 20:00:00,Route_3,55,Snowy,3.27
2024-01-02 20:00:00,Route_4,56,Rainy,3.28
2024-01-02 20:00:00,Route_5,62,Snowy,3.31
2024-01-02 21:00:00,Route_1,77,Cloudy,2.88
2024-01-02 21:00:00,Route_2,97,Sunny,2.98
2024-01-02 21:00:00,Route_3,60,Sunny,2.8
2024-01-02 21:00:00,Route_4,87,Rainy,3.44
2024-01-02 21:00:00,Route_5,93,Cloudy,2.96
2024-01-02 22:00:00,Route_1,130,Cloudy,3.15
2024-01-02 22:00:00,Route_2,104,Rainy,3.52
2024-01-02 22:00:00,Route_3,46,Cloudy,2.73
2024-01-02 22:00:00,Route_4,44,Rainy,3.22
2024-01-02 22:00:00,Route_5,120,Snowy,3.6
2024-01-02 23:00:00,Route_1,168,Sunny,3.34
2024-01-02 23:00:00,Route_2,124,Rainy,3.62
2024-01-02 23:00:00,Route_3,89,Cloudy,2.94
2024-01-02 23:00:00,Route_4,142,Sunny,3.21
2024-01-02 23:00:00,Route_5,82,Cloudy,2.91
2024-01-03 00:00:00,Route_1,170,Cloudy,3.35
2024-01-03 00:00:00,Route_2,160,Sunny,3.3
2024-01-03 00:00:00,Route_3,57,Sunny,2.79
2024-01-03 00:00:00,Route_4,178,Snowy,3.89
2024-01-03 00:00:00,Route_5,189,Cloudy,3.45
2024-01-03 01:00:00,Route_1,68,Cloudy,2.84
2024-01-03 01:00:00,Route_2,121,Rainy,3.6
2024-01-03 01:00:00,Route_3,175,Rainy,3.88
2024-01-03 01:00:00,Route_4,106,Cloudy,3.03
2024-01-03 01:00:00,Route_5,129,Sunny,3.15
2024-01-03 02:00:00,Route_1,81,Sunny,2.91
2024-01-03 02:00:00,Route_2,240,Snowy,4.2
2024-01-03 02:00:00,Route_3,193,Cloudy,3.46
2024-01-03 02:00:00,Route_4,90,Sunny,2.95
2024-01-03 02:00:00,Route_5,95,Sunny,2.98
2024-01-03 03:00:00,Route_1,154,Snowy,3.77
2024-01-03 03:00:00,Route_2,93,Sunny,2.96
2024-01-03 03:00:00,Route_3,242,Cloudy,3.71
2024-01-03 03:00:00,Route_4,127,Sunny,3.13
2024-01-03 03:00:00,Route_5,110,Sunny,3.05
2024-01-03 04:00:00,Route_1,203,Snowy,4.02
2024-01-03 04:00:00,Route_2,84,Sunny,2.92
2024-01-03 04:00:00,Route_3,157,Snowy,3.79
2024-01-03 04:00:00,Route_4,240,Sunny,3.7
2024-01-03 04:00:00,Route_5,153,Sunny,3.27
2024-01-03 05:00:00,Route_1,161,Rainy,3.81
2024-01-03 05:00:00,Route_2,155,Rainy,3.77
2024-01-03 05:00:00,Route_3,118,Cloudy,3.09
2024-01-03 05:00:00,Route_4,96,Rainy,3.48
2024-01-03 05:00:00,Route_5,263,Rainy,4.31
2024-01-03 06:00:00,Route_1,154,Snowy,3.77
2024-01-03 06:00:00,Route_2,120,Sunny,3.1
2024-01-03 06:00:00,Route_3,219,Sunny,3.59
2024-01-03 06:00:00,Route_4,280,Rainy,4.4
2024-01-03 06:00:00,Route_5,99,Sunny,3.0
2024-01-03 07:00:00,Route_1,86,Rainy,3.43
2024-01-03 07:00:00,Route_2,293,Cloudy,3.96
2024-01-03 07:00:00,Route_3,275,Sunny,3.88
2024-01-03 07:00:00,Route_4,268,Sunny,3.84
2024-01-03 07:00:00,Route_5,109,Cloudy,3.04
2024-01-03 08:00:00,Route_1,197,Sunny,3.48
2024-01-03 08:00:00,Route_2,184,Snowy,3.92
2024-01-03 08:00:00,Route_3,202,Rainy,4.01
2024-01-03 08:00:00,Route_4,84,Rainy,3.42
2024-01-03 08:00:00,Route_5,237,Sunny,3.69
2024-01-03 09:00:00,Route_1,211,Cloudy,3.55
2024-01-03 09:00:00,Route_2,246,Cloudy,3.73
2024-01-03 09:00:00,Route_3,230,Sunny,3.65
2024-01-03 09:00:00,Route_4,109,Cloudy,3.04
2024-01-03 09:00:00,Route_5,102,Cloudy,3.01
2024-01-03 10:00:00,Route_1,166,Cloudy,3.33
2024-01-03 10:00:00,Route_2,235,Rainy,4.17
2024-01-03 10:00:00,Route_3,215,Rainy,4.08
2024-01-03 10:00:00,Route_4,142,Sunny,3.21
2024-01-03 10:00:00,Route_5,106,Sunny,3.03
2024-01-03 11:00:00,Route_1,189,Cloudy,3.45
2024-01-03 11:00:00,Route_2,162,Sunny,3.31
2024-01-03 11:00:00,Route_3,82,Sunny,2.91
2024-01-03 11:00:00,Route_4,124,Sunny,3.12
2024-01-03 11:00:00,Route_5,198,Sunny,3.49
2024-01-03 12:00:00,Route_1,51,Snowy,3.25
2024-01-03 12:00:00,Route_2,126,Cloudy,3.13
2024-01-03 12:00:00,Route_3,63,Cloudy,2.81
2024-01-03 12:00:00,Route_4,187,Cloudy,3.44
2024-01-03 12:00:00,Route_5,75,Sunny,2.88
2024-01-03 13:00:00,Route_1,111,Cloudy,3.06
2024-01-03 13:00:00,Route_2,116,Cloudy,3.08
2024-01-03 13:00:00,Route_3,124,Sunny,3.12
2024-01-03 13:00:00,Route_4,145,Cloudy,3.23
2024-01-03 13:00:00,Route_5,162,Rainy,3.81
2024-01-03 14:00:00,Route_1,138,Cloudy,3.19
2024-01-03 14:00:00,Route_2,68,Snowy,3.34
2024-01-03 14:00:00,Route_3,138,Sunny,3.19
2024-01-03 14:00:00,Route_4,65,Cloudy,2.83
2024-01-03 14:00:00,Route_5,63,Sunny,2.81
2024-01-03 15:00:00,Route_1,38,Sunny,2.69
2024-01-03 15:00:00,Route_2,97,Sunny,2.98
2024-01-03 15:00:00,Route_3,58,Cloudy,2.79
2024-01-03 15:00:00,Route_4,125,Sunny,3.12
2024-01-03 15:00:00,Route_5,82,Rainy,3.41
2024-01-03 16:00:00,Route_1,88,Sunny,2.94
2024-01-03 16:00:00,Route_2,77,Snowy,3.38
2024-01-03 16:00:00,Route_3,52,Sunny,2.76
2024-01-03 16:00:00,Route_4,103,Rainy,3.52
2024-01-03 16:00:00,Route_5,60,Cloudy,2.8
2024-01-03 17:00:00,Route_1,74,Cloudy,2.87
2024-01-03 17:00:00,Route_2,93,Sunny,2.96
2024-01-03 17:00:00,Route_3,65,Sunny,2.83
2024-01-03 17:00:00,Route_4,56,Sunny,2.78
2024-01-03 17:00:00,Route_5,83,Sunny,2.92
2024-01-03 18:00:00,Route_1,54,Sunny,2.77
2024-01-03 18:00:00,Route_2,94,Sunny,2.97
2024-01-03 18:00:00,Route_3,86,Rainy,3.43
2024-01-03 18:00:00,Route_4,91,Cloudy,2.96
2024-01-03 18:00:00,Route_5,72,Cloudy,2.86
2024-01-03 19:00:00,Route_1,32,Sunny,2.66
2024-01-03 19:00:00,Route_2,81,Sunny,2.91
2024-01-03 19:00:00,Route_3,34,Sunny,2.67
2024-01-03 19:00:00,Route_4,92,Cloudy,2.96
2024-01-03 19:00:00,Route_5,69,Cloudy,2.85
2024-01-03 20:00:00,Route_1,41,Cloudy,2.71
2024-01-03 20:00:00,Route_2,29,Sunny,2.65
2024-01-03 20:00:00,Route_3,97,Sunny,2.98
2024-01-03 20:00:00,Route_4,96,Sunny,2.98
2024-01-03 20:00:00,Route_5,91,Sunny,2.96
2024-01-03 21:00:00,Route_1,90,Snowy,3.45
2024-01-03 21:00:00,Route_2,42,Rainy,3.21
2024-01-03 21:00:00,Route_3,118,Cloudy,3.09
2024-01-03 21:00:00,Route_4,62,Sunny,2.81
2024-01-03 21:00:00,Route_5,33,Snowy,3.17
2024-01-03 22:00:00,Route_1,106,Sunny,3.03
2024-01-03 22:00:00,Route_2,116,Rainy,3.58
2024-01-03 22:00:00,Route_3,103,Rainy,3.52
2024-01-03 22:00:00,Route_4,142,Sunny,3.21
2024-01-03 22:00:00,Route_5,100,Rainy,3.5
2024-01-03 23:00:00,Route_1,89,Cloudy,2.94
2024-01-03 23:00:00,Route_2,134,Rainy,3.67
2024-01-03 23:00:00,Route_3,162,Cloudy,3.31
2024-01-03 23:00:00,Route_4,150,Sunny,3.25
2024-01-03 23:00:00,Route_5,161,Rainy,3.81
2024-01-04 00:00:00,Route_1,172,Cloudy,3.36
2024-01-04 00:00:00,Route_2,197,Sunny,3.48
2024-01-04 00:00:00,Route_3,196,Snowy,3.98
2024-01-04 00:00:00,Route_4,73,Sunny,2.87
2024-01-04 00:00:00,Route_5,72,Sunny,2.86
2024-01-04 01:00:00,Route_1,85,Sunny,2.92
2024-01-04 01:00:00,Route_2,127,Rainy,3.63
2024-01-04 01:00:00,Route_3,131,Rainy,3.66
2024-01-04 01:00:00,Route_4,159,Sunny,3.29
2024-01-04 01:00:00,Route_5,213,Sunny,3.56
2024-01-04 02:00:00,Route_1,185,Snowy,3.92
2024-01-04 02:00:00,Route_2,80,Sunny,2.9
2024-01-04 02:00:00,Route_3,176,Sunny,3.38
2024-01-04 02:00:00,Route_4,122,Sunny,3.11
2024-01-04 02:00:00,Route_5,97,Cloudy,2.98
2024-01-04 03:00:00,Route_1,231,Sunny,3.66
2024-01-04 03:00:00,Route_2,124,Sunny,3.12
2024-01-04 03:00:00,Route_3,262,Cloudy,3.81
2024-01-04 03:00:00,Route_4,138,Sunny,3.19
2024-01-04 03:00:00,Route_5,102,Sunny,3.01
2024-01-04 04:00:00,Route_1,113,Cloudy,3.06
2024-01-04 04:00:00,Route_2,227,Sunny,3.63
2024-01-04 04:00:00,Route_3,247,Sunny,3.74
2024-01-04 04:00:00,Route_4,146,Cloudy,3.23
2024-01-04 04:00:00,Route_5,170,Sunny,3.35
2024-01-04 05:00:00,Route_1,235,Rainy,4.17
2024-01-04 05:00:00,Route_2,163,Cloudy,3.31
2024-01-04 05:00:00,Route_3,77,Cloudy,2.88
2024-01-04 05:00:00,Route_4,123,Sunny,3.12
2024-01-04 05:00:00,Route_5,206,Rainy,4.03
2024-01-04 06:00:00,Route_1,105,Sunny,3.02
2024-01-04 06:00:00,Route_2,286,Rainy,4.43
2024-01-04 06:00:00,Route_3,163,Sunny,3.31
2024-01-04 06:00:00,Route_4,75,Sunny,2.88
2024-01-04 06:00:00,Route_5,207,Sunny,3.54
2024-01-04 07:00:00,Route_1,139,Sunny,3.2
2024-01-04 07:00:00,Route_2,272,Sunny,3.86
2024-01-04 07:00:00,Route_3,105,Sunny,3.02
2024-01-04 07:00:00,Route_4,246,Rainy,4.23
2024-01-04 07:00:00,Route_5,272,Rainy,4.36
2024-01-04 08:00:00,Route_1,232,Snowy,4.16
2024-01-04 08:00:00,Route_2,212,Cloudy,3.56
2024-01-04 08:00:00,Route_3,212,Sunny,3.56
2024-01-04 08:00:00,Route_4,124,Sunny,3.12
2024-01-04 08:00:00,Route_5,183,Sunny,3.42
2024-01-04 09:00:00,Route_1,77,Sunny,2.88
2024-01-04 09:00:00,Route_2,157,Sunny,3.29
2024-01-04 09:00:00,Route_3,228,Sunny,3.64
2024-01-04 09:00:00,Route_4,170,Cloudy,3.35
2024-01-04 09:00:00,Route_5,87,Snowy,3.44
2024-01-04 10:00:00,Route_1,133,Snowy,3.67
2024-01-04 10:00:00,Route_2,233,Snowy,4.17
2024-01-04 10:00:00,Route_3,177,Sunny,3.38
2024-01-04 10:00:00,Route_4,90,Sunny,2.95
2024-01-04 10:00:00,Route_5,172,Rainy,3.86
2024-01-04 11:00:00,Route_1,176,Sunny,3.38
2024-01-04 11:00:00,Route_2,216,Sunny,3.58
2024-01-04 11:00:00,Route_3,89,Sunny,2.94
2024-01-04 11:00:00,Route_4,193,Sunny,3.46
2024-01-04 11:00:00,Route_5,180,Sunny,3.4
2024-01-04 12:00:00,Route_1,99,Cloudy,3.0
2024-01-04 12:00:00,Route_2,181,Sunny,3.41
2024-01-04 12:00:00,Route_3,74,Cloudy,2.87
2024-01-04 12:00:00,Route_4,163,Rainy,3.81
2024-01-04 12:00:00,Route_5,133,Rainy,3.67
2024-01-04 13:00:00,Route_1,170,Sunny,3.35
2024-01-04 13:00:00,Route_2,126,Rainy,3.63
2024-01-04 13:00:00,Route_3,130,Sunny,3.15
2024-01-04 13:00:00,Route_4,74,Sunny,2.87
2024-01-04 13:00:00,Route_5,74,Rainy,3.37
2024-01-04 14:00:00,Route_1,147,Cloudy,3.23
2024-01-04 14:00:00,Route_2,62,Sunny,2.81
2024-01-04 14:00:00,Route_3,70,Sunny,2.85
2024-01-04 14:00:00,Route_4,126,Snowy,3.63
2024-01-04 14:00:00,Route_5,50,Sunny,2.75
2024-01-04 15:00:00,Route_1,120,Sunny,3.1
2024-01-04 15:00:00,Route_2,74,Rainy,3.37
2024-01-04 15:00:00,Route_3,65,Snowy,3.33
2024-01-04 15:00:00,Route_4,85,Sunny,2.92
2024-01-04 15:00:00,Route_5,96,Cloudy,2.98
2024-01-04 16:00:00,Route_1,79,Rainy,3.4
2024-01-04 16:00:00,Route_2,34,Sunny,2.67
2024-01-04 16:00:00,Route_3,61,Sunny,2.81
2024-01-04 16:00:00,Route_4,66,Rainy,3.33
2024-01-04 16:00:00,Route_5,94,Rainy,3.47
2024-01-04 17:00:00,Route_1,96,Sunny,2.98
2024-01-04 17:00:00,Route_2,50,Rainy,3.25
2024-01-04 17:00:00,Route_3,90,Cloudy,2.95
2024-01-04 17:00:00,Route_4,59,Sunny,2.79
2024-01-04 17:00:00,Route_5,38,Sunny,2.69
2024-01-04 18:00:00,Route_1,44,Rainy,3.22
2024-01-04 18:00:00,Route_2,86,Snowy,3.43
2024-01-04 18:00:00,Route_3,54,Cloudy,2.77
2024-01-04 18:00:00,Route_4,89,Sunny,2.94
2024-01-04 18:00:00,Route_5,78,Cloudy,2.89
2024-01-04 19:00:00,Route_1,100,Sunny,3.0
2024-01-04 19:00:00,Route_2,64,Sunny,2.82
2024-01-04 19:00:00,Route_3,88,Rainy,3.44
2024-01-04 19:00:00,Route_4,46,Sunny,2.73
2024-01-04 19:00:00,Route_5,42,Rainy,3.21
2024-01-04 20:00:00,Route_1,89,Sunny,2.94
2024-01-04 20:00:00,Route_2,103,Rainy,3.52
2024-01-04 20:00:00,Route_3,59,Rainy,3.29
2024-01-04 20:00:00,Route_4,34,Cloudy,2.67
2024-01-04 20:00:00,Route_5,56,Rainy,3.28
2024-01-04 21:00:00,Route_1,87,Sunny,2.94
2024-01-04 21:00:00,Route_2,78,Cloudy,2.89
2024-01-04 21:00:00,Route_3,126,Sunny,3.13
2024-01-04 21:00:00,Route_4,60,Rainy,3.3
2024-01-04 21:00:00,Route_5,65,Cloudy,2.83
2024-01-04 22:00:00,Route_1,65,Sunny,2.83
2024-01-04 22:00:00,Route_2,64,Sunny,2.82
2024-01-04 22:00:00,Route_3,129,Cloudy,3.15
2024-01-04 22:00:00,Route_4,110,Rainy,3.55
2024-01-04 22:00:00,Route_5,116,Cloudy,3.08
2024-01-04 23:00:00,Route_1,61,Rainy,3.31
2024-01-04 23:00:00,Route_2,121,Cloudy,3.1
